Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18692431,"Everything, Everything",Nicola Yoon,"Yoon, Nicola",David  Yoon,"=""0553496646""","=""9780553496642""",4,3.99,Delacorte Books for Young Readers,Hardcover,312,2015,2015,,2021/02/11,,,read,,,,1,0
11387515,"Wonder (Wonder, #1)",R.J. Palacio,"Palacio, R.J.",,"=""""","=""""",3,4.38,Alfred A. Knopf,Hardcover,315,2012,2012,,2021/02/11,,,read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",4,4.12,Ember,Paperback,208,2006,1993,,2021/02/11,,,read,,,,1,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Otto H. Frank, Mirjam Pressler, Barbara Mooyaart-Doubleday, Γιάννης Θωμόπουλος, Susan Massotty, Eleanor Roosevelt","=""""","=""""",4,4.19,Bantam,Mass Market Paperback,283,1993,1947,,2021/02/11,,,read,,,,1,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",5,4.42,Riverhead Books,Hardcover,372,2007,2007,,2021/02/11,,,read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.30,Disney Hyperion Books,Paperback,377,2006,2005,,2021/02/11,,,read,,,,1,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",4,3.90,HarperOne,Paperback,182,2014,1988,,2021/02/11,,,read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",3,4.14,Dutton Books,Hardcover,313,2012,2012,,2021/02/11,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",5,4.34,Riverhead Books,Paperback,371,2004,2003,,2021/02/11,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",4,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2021/02/11,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",3,3.93,Scribner,Paperback,180,1925,1925,,2021/02/11,,,read,,,,1,0
